Red,Green,Blue
0.0,643.0,0.0
1457.0,0.0,781.0
0.0,479.0,0.0
1274.0,0.0,670.0
0.0,464.0,0.0
0.0,0.0,609.0
939.0,0.0,0.0
0.0,387.0,530.0
699.0,0.0,450.0
0.0,335.0,0.0
0.0,0.0,368.0
636.0,293.0,0.0
0.0,0.0,327.0
494.0,247.0,0.0
0.0,0.0,288.0
438.0,218.0,0.0
0.0,0.0,273.0
0.0,190.0,217.0
345.0,0.0,0.0
0.0,145.0,216.0
315.0,0.0,0.0
0.0,156.0,173.0
218.0,0.0,0.0
0.0,113.0,154.0
0.0,0.0,150.0
220.0,0.0,0.0
0.0,111.0,152.0
